CustomerID,Name,Age,Gender,City,EmploymentType,Income,LoanAmount,LoanTerm,CreditScore,PreviousDefaults,Approved,Defaulted
1251,Ali Ahmed,53,Male,Sharjah,Self-Employed,22510.3,112543.12,12,484,2,True,False
1252,Khalid Joseph,52,Male,Ajman,Self-Employed,20851.18,167607.81,24,513,0,True,False
1253,Khalid Joseph,43,Male,Sharjah,Salaried,9148.23,98781.29,60,596,1,False,True
1254,Khalid Khan,53,Female,Fujairah,Salaried,25738.56,112882.32,36,747,2,False,True
1255,Ali Ahmed,53,Female,Ajman,Self-Employed,8133.23,121055.2,24,671,1,True,False
1256,Ayesha Khan,26,Female,Abu Dhabi,Salaried,9315.34,175219.51,12,408,2,True,False
1257,James Smith,40,Female,Abu Dhabi,Self-Employed,9717.57,154491.02,24,313,0,True,False
1258,Fatima Khan,26,Female,Fujairah,Salaried,19850.54,159731.59,60,727,1,True,False
1259,Laila Ahmed,29,Female,Ajman,Salaried,11556.91,167898.39,36,353,2,False,False
1260,Ali Ahmed,51,Female,Dubai,Salaried,22929.41,126759.41,12,386,2,True,True
1261,Fatima Ali,60,Male,Abu Dhabi,Salaried,12446.97,98099.27,12,527,1,True,False
1262,James Ahmed,54,Male,Ajman,Self-Employed,21476.9,70870.45,36,709,0,False,False
1263,John Joseph,48,Male,Ajman,Self-Employed,10459.72,109887.1,36,310,0,False,False
1264,Ali Smith,38,Female,Dubai,Self-Employed,25654.06,135216.61,24,413,0,True,False
1265,Sara Ahmed,60,Female,Sharjah,Salaried,29124.94,66937.35,24,401,1,False,True
1266,Omar Ahmed,33,Female,Abu Dhabi,Self-Employed,16746.71,180004.34,60,670,1,False,False
1267,John Joseph,34,Female,Fujairah,Self-Employed,9501.52,195188.83,36,738,0,False,False
1268,Ayesha Ahmed,53,Female,Dubai,Salaried,25897.34,103938.71,60,493,0,False,False
1269,John Smith,39,Male,Ajman,Self-Employed,11665.22,60790.63,48,472,0,False,False
1270,Ayesha Smith,53,Female,Fujairah,Self-Employed,16215.88,154562.54,12,469,1,False,False
1271,Ayesha Smith,45,Male,Ajman,Salaried,12021.85,98845.99,24,828,1,False,True
1272,John Ahmed,59,Female,Abu Dhabi,Self-Employed,20645.54,69460.94,36,478,0,False,False
1273,Fatima Khan,58,Male,Dubai,Salaried,16923.89,24753.99,48,351,1,False,False
1274,James Ahmed,39,Male,Ajman,Self-Employed,11895.18,96836.92,48,684,0,False,False
1275,Ayesha Joseph,37,Female,Ajman,Salaried,21985.91,83662.89,24,713,2,True,False
1276,Omar Ahmed,54,Female,Fujairah,Salaried,28459.56,38339.02,48,470,2,True,True
1277,Khalid Khan,42,Male,Ajman,Self-Employed,5510.85,195495.67,36,721,1,True,False
1278,John Smith,36,Female,Sharjah,Self-Employed,19803.5,56672.95,12,705,1,False,False
1279,John Joseph,51,Male,Fujairah,Salaried,9575.91,44847.9,48,786,2,False,False
1280,Zara Ahmed,53,Female,Fujairah,Self-Employed,13227.42,105452.46,36,347,1,False,False
1281,Zara Joseph,34,Female,Abu Dhabi,Self-Employed,29685.29,14573.38,36,630,0,False,False
1282,Ali Ahmed,50,Male,Sharjah,Self-Employed,24124.86,155320.04,60,711,2,False,True
1283,James Smith,32,Male,Dubai,Self-Employed,24075.15,119797.28,12,785,0,True,False
1284,Khalid Ali,26,Male,Ajman,Salaried,19046.31,89549.12,36,508,0,False,True
1285,John Ali,48,Female,Fujairah,Self-Employed,9290.39,121589.33,24,330,0,True,False
1286,Sara Smith,41,Female,Fujairah,Salaried,7823.87,78170.58,60,728,1,True,False
1287,Zara Smith,25,Female,Fujairah,Self-Employed,9746.27,79894.24,60,843,0,False,False
1288,Khalid Khan,36,Male,Abu Dhabi,Salaried,16647.71,112367.67,48,782,2,True,False
1289,James Khan,35,Male,Sharjah,Salaried,7573.9,133593.36,36,445,2,True,False
1290,Fatima Joseph,23,Male,Ajman,Salaried,28422.89,195692.04,48,605,0,False,False
1291,Fatima Ahmed,53,Male,Fujairah,Salaried,16356.54,86401.12,60,469,2,False,False
1292,Omar Khan,54,Female,Dubai,Salaried,16441.08,108104.63,60,647,2,True,False
1293,Laila Khan,26,Male,Ajman,Salaried,15574.56,122543.9,12,694,0,True,False
1294,James Joseph,29,Male,Fujairah,Salaried,18259.59,169727.66,24,422,1,True,False
1295,Ali Joseph,33,Female,Sharjah,Self-Employed,10458.55,162583.04,48,488,2,False,False
1296,Khalid Joseph,21,Male,Abu Dhabi,Salaried,23394.62,66094.67,24,605,0,False,False
1297,Zara Ahmed,58,Male,Abu Dhabi,Salaried,16463.23,57242.36,24,572,2,False,False
1298,John Smith,60,Female,Ajman,Salaried,8296.48,153300.73,24,684,1,True,False
1299,Omar Ahmed,43,Female,Abu Dhabi,Self-Employed,11396.05,153240.85,60,750,1,False,False
1300,Fatima Joseph,38,Male,Dubai,Self-Employed,26856.96,118291.56,48,554,2,False,True
1301,James Joseph,30,Male,Abu Dhabi,Salaried,15697.19,82420.3,48,841,1,False,False
1302,Ali Khan,58,Female,Fujairah,Self-Employed,29194.77,172510.7,24,438,2,True,False
1303,Ali Ali,54,Female,Abu Dhabi,Salaried,29031.15,117098.35,24,311,1,False,False
1304,Laila Ali,58,Female,Abu Dhabi,Salaried,27313.51,81621.52,60,458,2,True,True
1305,Khalid Joseph,46,Female,Ajman,Self-Employed,20272.88,80712.1,48,312,1,True,True
1306,Khalid Smith,24,Female,Fujairah,Salaried,7391.14,48026.99,60,494,2,True,True
1307,Ali Joseph,21,Male,Dubai,Salaried,12239.82,19437.37,48,708,0,True,False
1308,Omar Smith,23,Female,Fujairah,Salaried,10443.18,32459.67,24,828,2,False,False
1309,Khalid Joseph,29,Male,Fujairah,Self-Employed,21110.68,168236.42,48,604,0,True,False
1310,John Khan,60,Male,Dubai,Salaried,10838.31,168013.66,12,796,1,False,False
1311,Sara Ali,37,Female,Abu Dhabi,Salaried,21225.87,172888.24,48,846,0,True,True
1312,Ayesha Smith,21,Female,Fujairah,Self-Employed,15226.0,187924.99,48,641,1,True,False
1313,Omar Ahmed,40,Male,Sharjah,Self-Employed,11440.69,145056.04,36,530,0,True,False
1314,Zara Khan,46,Male,Dubai,Salaried,17405.02,104214.94,24,375,1,False,True
1315,James Ahmed,57,Male,Dubai,Salaried,22375.24,168331.94,60,372,2,True,False
1316,Fatima Smith,50,Male,Abu Dhabi,Self-Employed,23294.06,163969.36,36,581,1,False,False
1317,John Khan,52,Female,Dubai,Self-Employed,23744.81,111563.57,24,530,1,True,False
1318,John Joseph,47,Female,Dubai,Salaried,24660.69,129676.24,60,665,0,False,False
1319,Ali Ali,58,Female,Dubai,Self-Employed,13791.88,46591.28,36,337,2,True,False
1320,Ayesha Ali,21,Female,Sharjah,Salaried,23222.99,163474.5,36,762,1,False,False
1321,Zara Joseph,44,Male,Fujairah,Salaried,28045.64,18909.29,48,784,0,True,False
1322,Zara Smith,21,Female,Sharjah,Self-Employed,7930.74,62495.37,12,554,2,True,True
1323,Khalid Ahmed,34,Female,Ajman,Salaried,24179.5,150298.97,12,544,2,False,False
1324,Khalid Ali,46,Female,Dubai,Self-Employed,18354.46,12365.04,48,629,0,False,True
1325,James Khan,48,Male,Abu Dhabi,Salaried,13563.64,89329.5,24,356,0,False,False
1326,John Ali,53,Male,Ajman,Self-Employed,6064.29,146768.51,60,794,0,True,True
1327,Sara Ali,60,Male,Fujairah,Self-Employed,26641.32,24983.55,24,448,1,False,True
1328,Ayesha Ali,38,Female,Fujairah,Salaried,13572.76,162065.07,24,490,2,True,True
1329,James Ahmed,39,Female,Abu Dhabi,Salaried,5452.24,52919.16,48,307,1,False,False
1330,Ayesha Khan,39,Female,Dubai,Salaried,27963.35,180126.0,12,754,0,False,False
1331,Sara Ali,57,Female,Abu Dhabi,Self-Employed,15530.61,160607.71,48,717,0,False,False
1332,Ayesha Ali,45,Male,Sharjah,Salaried,29405.58,36194.9,48,375,2,False,True
1333,Ayesha Joseph,56,Female,Dubai,Salaried,27671.24,108217.95,12,638,0,False,False
1334,James Joseph,36,Female,Dubai,Self-Employed,6100.42,148877.47,12,739,1,True,False
1335,Zara Ahmed,21,Male,Fujairah,Salaried,19809.13,197802.96,12,542,2,True,True
1336,Ali Ahmed,59,Female,Sharjah,Salaried,22213.99,155804.59,48,679,2,False,False
1337,Ayesha Smith,28,Male,Ajman,Salaried,6238.47,146155.49,48,344,0,False,False
1338,Laila Khan,41,Female,Sharjah,Salaried,6096.12,64307.7,60,588,2,False,False
1339,Fatima Ali,26,Male,Fujairah,Salaried,20765.54,32947.37,60,698,1,False,False
1340,Omar Khan,42,Female,Ajman,Salaried,26673.9,123452.41,36,452,0,False,False
1341,John Khan,47,Female,Dubai,Salaried,29237.69,87593.87,48,442,1,False,True
1342,John Khan,49,Male,Ajman,Self-Employed,5400.89,47380.66,12,674,2,False,True
1343,Ayesha Smith,21,Male,Ajman,Salaried,21984.77,130613.59,12,733,1,True,False
1344,John Khan,54,Female,Fujairah,Salaried,14335.49,44056.12,36,376,0,True,False
1345,Omar Joseph,57,Female,Dubai,Self-Employed,29215.73,149065.36,36,518,0,False,False
1346,Laila Ali,24,Female,Ajman,Salaried,19316.74,149714.55,60,844,1,False,False
1347,Omar Joseph,58,Male,Ajman,Self-Employed,14708.58,33380.52,24,499,1,False,True
1348,Khalid Joseph,46,Male,Sharjah,Self-Employed,6229.4,45289.73,24,789,1,True,False
1349,Fatima Ahmed,27,Male,Abu Dhabi,Salaried,20086.75,92172.46,24,522,0,True,False
1350,Zara Joseph,34,Male,Abu Dhabi,Self-Employed,12227.4,17584.44,60,436,1,True,False
1351,James Joseph,45,Male,Sharjah,Salaried,15982.4,184504.78,60,463,0,False,False
1352,John Smith,36,Male,Dubai,Salaried,11284.05,198399.31,12,733,2,True,True
1353,Ali Ali,38,Female,Abu Dhabi,Salaried,29038.18,103982.36,12,837,0,True,False
1354,Laila Khan,41,Male,Sharjah,Self-Employed,22251.09,34099.17,48,358,1,False,False
1355,Zara Ali,25,Male,Fujairah,Salaried,8107.93,10718.23,48,591,0,True,False
1356,Ali Joseph,30,Male,Ajman,Self-Employed,16685.99,51485.35,12,724,2,True,False
1357,James Khan,51,Male,Ajman,Salaried,10183.38,78686.18,24,687,0,False,False
1358,Ali Ali,53,Female,Abu Dhabi,Self-Employed,7120.36,166577.4,48,604,2,True,True
1359,Laila Khan,22,Female,Ajman,Self-Employed,17658.49,91325.25,48,441,1,True,False
1360,James Smith,21,Male,Abu Dhabi,Self-Employed,9772.76,106587.77,36,713,1,False,False
1361,Omar Ali,49,Female,Sharjah,Self-Employed,21142.22,49684.5,60,522,2,False,False
1362,Khalid Khan,59,Male,Sharjah,Self-Employed,5859.54,150617.64,36,621,0,False,False
1363,Fatima Smith,47,Female,Sharjah,Salaried,8188.97,151607.3,60,563,1,True,True
1364,Ali Ali,58,Male,Dubai,Self-Employed,20397.95,116853.13,36,533,1,True,True
1365,Sara Smith,49,Female,Abu Dhabi,Salaried,27740.48,165157.88,60,611,1,False,True
1366,Ali Khan,46,Female,Fujairah,Self-Employed,6605.35,107544.45,60,838,0,True,False
1367,Khalid Ali,51,Male,Sharjah,Self-Employed,6684.81,109209.74,48,378,2,True,False
1368,Omar Ali,44,Female,Sharjah,Self-Employed,23689.84,119241.34,60,577,1,True,False
1369,Ayesha Ali,48,Female,Fujairah,Self-Employed,19184.23,161388.15,24,547,0,False,False
1370,James Ahmed,24,Male,Fujairah,Salaried,15429.52,82996.31,24,307,0,False,False
1371,Ayesha Joseph,53,Female,Sharjah,Self-Employed,17481.56,186089.92,48,630,1,False,False
1372,Ayesha Ahmed,32,Female,Ajman,Self-Employed,11864.93,11301.23,48,836,1,False,False
1373,James Ali,29,Female,Dubai,Self-Employed,6782.28,82696.76,36,632,0,True,False
1374,Omar Khan,37,Male,Fujairah,Self-Employed,28323.83,10938.27,24,506,2,False,False
1375,James Ahmed,53,Male,Sharjah,Self-Employed,26681.57,148736.06,48,320,0,False,False
1376,Zara Khan,38,Male,Abu Dhabi,Self-Employed,6519.08,18592.21,36,349,2,True,True
1377,Zara Khan,25,Male,Sharjah,Salaried,19597.04,92319.09,12,787,2,False,False
1378,Zara Joseph,29,Female,Sharjah,Salaried,18880.97,30808.02,36,698,2,False,False
1379,Omar Khan,23,Female,Abu Dhabi,Self-Employed,23837.78,81751.76,48,606,2,True,False
1380,Laila Smith,57,Female,Dubai,Self-Employed,19611.95,129308.09,60,346,0,False,True
1381,Zara Khan,38,Male,Dubai,Salaried,29236.17,77217.1,60,443,1,False,False
1382,John Joseph,33,Female,Abu Dhabi,Salaried,10683.94,117069.06,48,770,1,False,False
1383,Laila Khan,60,Female,Dubai,Self-Employed,6667.34,180877.27,36,835,2,True,True
1384,Khalid Ali,29,Female,Fujairah,Self-Employed,22408.28,163136.37,36,408,2,False,True
1385,Fatima Smith,48,Male,Sharjah,Self-Employed,22910.79,153781.36,24,770,1,False,True
1386,Khalid Smith,27,Female,Abu Dhabi,Salaried,14598.73,44540.73,60,518,2,True,False
1387,Khalid Ahmed,50,Male,Sharjah,Salaried,27158.85,166432.45,36,619,1,True,False
1388,Ali Smith,29,Female,Abu Dhabi,Salaried,21344.08,32618.95,60,814,2,True,False
1389,Ali Smith,51,Male,Dubai,Self-Employed,12908.96,61819.22,60,758,0,False,False
1390,Laila Ali,41,Female,Dubai,Self-Employed,15517.98,69652.44,24,837,0,True,False
1391,Fatima Joseph,53,Male,Sharjah,Salaried,13010.14,124480.35,60,609,1,False,True
1392,Khalid Smith,53,Female,Fujairah,Self-Employed,15275.62,109773.49,24,317,2,False,False
1393,Ali Smith,58,Female,Dubai,Salaried,7862.91,130003.36,60,328,2,False,False
1394,Khalid Ali,27,Male,Fujairah,Self-Employed,26183.36,158986.22,12,823,0,True,False
1395,Laila Ahmed,46,Female,Fujairah,Salaried,26826.91,18944.31,60,435,0,False,False
1396,Zara Ali,30,Female,Fujairah,Salaried,10597.59,182004.92,60,747,2,False,False
1397,Laila Ahmed,36,Female,Dubai,Self-Employed,17270.74,97445.92,60,723,2,True,False
1398,Fatima Khan,43,Female,Dubai,Self-Employed,16056.48,150549.66,24,523,0,False,False
1399,John Khan,49,Male,Sharjah,Salaried,21092.69,109711.55,60,527,2,False,False
1400,Omar Khan,23,Female,Sharjah,Salaried,7616.77,24506.48,12,615,1,True,False
1401,Sara Smith,35,Female,Dubai,Salaried,15014.91,198191.23,12,632,2,False,False
1402,Khalid Ali,25,Male,Fujairah,Self-Employed,26958.54,95563.51,48,850,0,True,False
1403,Omar Khan,43,Female,Fujairah,Self-Employed,11585.11,195502.07,60,600,0,True,False
1404,James Joseph,40,Male,Dubai,Self-Employed,10448.23,35595.39,36,791,0,False,False
1405,Fatima Ahmed,43,Female,Sharjah,Self-Employed,22660.46,40431.72,24,749,0,True,False
1406,Khalid Smith,23,Male,Fujairah,Salaried,13285.67,79974.86,36,467,0,True,False
1407,Sara Joseph,44,Male,Fujairah,Self-Employed,20670.72,58315.0,24,743,1,True,False
1408,Fatima Khan,39,Female,Ajman,Self-Employed,14719.41,148159.53,36,665,2,False,False
1409,Laila Khan,60,Male,Ajman,Salaried,16048.84,73967.32,24,469,0,True,False
1410,Khalid Ahmed,39,Male,Abu Dhabi,Self-Employed,25944.43,136852.8,48,359,2,False,False
1411,Fatima Joseph,49,Female,Dubai,Salaried,19787.28,146603.46,24,848,1,False,False
1412,Fatima Smith,22,Male,Ajman,Self-Employed,29231.11,152329.24,60,693,2,True,True
1413,Fatima Joseph,45,Female,Ajman,Salaried,19994.58,81735.25,48,723,1,True,True
1414,Ayesha Joseph,36,Female,Abu Dhabi,Salaried,8360.68,171315.63,24,436,2,True,True
1415,Zara Ali,23,Male,Abu Dhabi,Self-Employed,29298.73,115208.08,48,799,1,True,True
1416,Laila Ali,25,Female,Abu Dhabi,Self-Employed,11901.95,86685.03,36,600,0,True,False
1417,Ayesha Ahmed,50,Female,Ajman,Self-Employed,15857.02,68362.28,48,353,0,False,False
1418,Ali Joseph,34,Male,Fujairah,Self-Employed,23376.6,132140.71,60,642,1,True,False
1419,Laila Joseph,45,Female,Dubai,Self-Employed,20196.4,15001.9,60,631,0,True,False
1420,Ayesha Khan,25,Male,Sharjah,Self-Employed,28133.99,58605.42,60,708,1,True,True
1421,Khalid Smith,57,Male,Sharjah,Self-Employed,23875.71,191773.39,12,558,1,False,False
1422,Sara Khan,51,Female,Fujairah,Salaried,8720.42,27631.05,36,768,2,False,False
1423,Ayesha Smith,25,Male,Dubai,Self-Employed,5349.1,71223.83,24,751,1,False,False
1424,Khalid Smith,24,Female,Fujairah,Salaried,6494.36,147386.47,60,791,0,True,False
1425,Zara Ahmed,41,Male,Dubai,Self-Employed,10721.0,101462.41,48,474,2,True,False
1426,John Joseph,56,Male,Fujairah,Self-Employed,7432.95,126876.5,48,837,1,False,False
1427,Ayesha Joseph,24,Female,Fujairah,Salaried,8569.7,91284.61,60,502,0,True,False
1428,Omar Smith,33,Male,Ajman,Salaried,6319.85,47095.16,24,814,1,False,False
1429,Ayesha Ahmed,41,Male,Abu Dhabi,Self-Employed,23522.51,28209.15,24,327,1,False,False
1430,Sara Khan,25,Female,Sharjah,Salaried,5477.33,196789.75,48,734,0,True,False
1431,Khalid Smith,29,Male,Abu Dhabi,Self-Employed,5933.96,198330.62,24,433,0,True,True
1432,James Smith,22,Male,Fujairah,Salaried,26258.41,31635.64,24,562,2,False,True
1433,Zara Ahmed,33,Male,Abu Dhabi,Self-Employed,9538.39,81978.16,12,519,0,True,False
1434,Omar Khan,47,Female,Sharjah,Salaried,10414.46,45277.39,48,605,1,False,False
1435,John Smith,37,Female,Ajman,Salaried,11690.57,151630.39,60,665,0,False,False
1436,Laila Smith,38,Female,Abu Dhabi,Self-Employed,25759.44,77680.16,12,642,2,True,False
1437,James Khan,42,Male,Sharjah,Self-Employed,24100.77,84116.48,24,678,0,True,False
1438,James Joseph,40,Male,Sharjah,Self-Employed,24568.91,80200.04,24,714,2,False,True
1439,Laila Khan,46,Female,Sharjah,Salaried,13451.6,116626.67,48,430,2,False,False
1440,Ali Khan,33,Female,Ajman,Salaried,12445.26,74363.4,12,460,2,False,False
1441,James Smith,56,Male,Sharjah,Self-Employed,10312.56,135276.24,48,636,2,False,True
1442,Zara Ahmed,47,Male,Ajman,Salaried,12400.88,99373.89,24,379,1,True,False
1443,Fatima Ali,26,Male,Ajman,Salaried,22365.96,26793.05,24,323,1,True,False
1444,James Ahmed,51,Male,Dubai,Salaried,11846.74,126573.47,48,319,2,True,False
1445,Omar Ali,34,Male,Abu Dhabi,Salaried,29476.14,85664.06,24,604,1,False,True
1446,Omar Smith,58,Male,Ajman,Self-Employed,13611.82,87037.3,24,411,1,True,False
1447,Zara Ali,40,Male,Abu Dhabi,Self-Employed,25516.49,59830.25,12,412,0,False,False
1448,James Khan,57,Female,Dubai,Self-Employed,16287.45,137724.64,48,529,0,False,False
1449,Sara Ahmed,27,Female,Dubai,Salaried,13747.61,156937.9,12,416,1,True,False
1450,Omar Ali,23,Male,Abu Dhabi,Salaried,10790.6,194691.93,24,787,2,False,False
1451,Fatima Khan,55,Male,Sharjah,Salaried,25638.11,113644.11,36,390,2,True,False
1452,James Joseph,59,Male,Dubai,Salaried,29849.39,182654.85,12,406,1,True,False
1453,Zara Ali,26,Male,Dubai,Self-Employed,21403.93,185313.17,12,454,2,False,False
1454,Sara Joseph,55,Male,Dubai,Salaried,11161.2,37432.1,24,564,2,False,False
1455,Omar Smith,24,Male,Sharjah,Salaried,6867.18,21662.85,48,398,1,True,True
1456,Khalid Joseph,24,Male,Sharjah,Self-Employed,7472.05,143359.12,12,807,0,True,False
1457,Sara Ali,40,Male,Abu Dhabi,Self-Employed,27655.31,137111.31,12,465,2,True,True
1458,Sara Smith,55,Female,Sharjah,Self-Employed,8417.94,102069.99,12,518,1,False,False
1459,Ayesha Joseph,45,Female,Ajman,Salaried,20129.91,55380.0,12,338,2,False,False
1460,Sara Joseph,28,Female,Abu Dhabi,Salaried,21035.39,32604.38,36,349,0,True,True
1461,Ayesha Smith,42,Male,Ajman,Self-Employed,29145.29,45253.76,12,716,2,False,False
1462,Ayesha Smith,41,Male,Ajman,Self-Employed,27335.53,10383.15,36,589,1,True,False
1463,Laila Ali,55,Female,Fujairah,Self-Employed,15647.97,124856.72,60,526,0,True,False
1464,Zara Khan,48,Female,Sharjah,Self-Employed,10205.18,79171.72,60,603,0,True,False
1465,Sara Joseph,30,Female,Ajman,Salaried,24010.54,78708.81,36,326,1,False,False
1466,Laila Ahmed,23,Male,Sharjah,Self-Employed,7780.79,52271.63,48,821,2,False,False
1467,Omar Ahmed,53,Female,Dubai,Salaried,5085.76,131252.58,48,718,2,True,False
1468,Sara Joseph,29,Male,Dubai,Self-Employed,15191.1,46513.06,12,424,1,True,True
1469,Ali Ali,30,Male,Abu Dhabi,Salaried,12097.71,111849.51,48,634,0,True,False
1470,Zara Ali,59,Female,Dubai,Salaried,11822.99,17412.61,60,574,1,True,True
1471,Sara Ahmed,36,Female,Dubai,Self-Employed,9856.0,193764.6,48,449,0,True,False
1472,John Joseph,39,Male,Sharjah,Self-Employed,18913.11,17777.62,48,836,0,True,False
1473,Khalid Ahmed,25,Male,Sharjah,Salaried,20551.49,182906.37,36,548,1,True,False
1474,Ali Ali,27,Female,Sharjah,Self-Employed,18891.75,161974.81,36,431,2,True,True
1475,Khalid Ali,60,Male,Dubai,Self-Employed,10550.33,75427.05,60,325,2,True,False
1476,Zara Ahmed,30,Male,Abu Dhabi,Self-Employed,11264.53,184365.34,24,712,2,True,False
1477,Ayesha Ali,41,Female,Ajman,Self-Employed,19808.91,68151.6,12,584,0,True,False
1478,Zara Joseph,57,Male,Sharjah,Self-Employed,27346.58,108766.16,60,739,0,False,True
1479,John Joseph,42,Female,Ajman,Salaried,10838.21,153667.74,36,754,0,True,False
1480,Ali Joseph,47,Male,Abu Dhabi,Self-Employed,21597.05,23131.3,60,359,0,False,False
1481,John Ali,38,Male,Ajman,Self-Employed,20399.13,40538.51,60,707,1,False,False
1482,Laila Smith,41,Male,Fujairah,Self-Employed,21882.8,55673.77,24,556,0,True,False
1483,John Ahmed,38,Male,Ajman,Salaried,12695.36,146827.79,36,552,1,True,False
1484,Ayesha Khan,50,Female,Fujairah,Salaried,14604.32,168478.31,60,687,0,True,False
1485,Ayesha Joseph,24,Male,Abu Dhabi,Salaried,21428.97,127910.7,36,598,1,True,False
1486,Sara Khan,55,Male,Fujairah,Self-Employed,10659.0,63111.49,24,745,1,True,False
1487,Zara Ali,26,Female,Abu Dhabi,Salaried,17134.32,190742.91,60,442,0,True,False
1488,James Joseph,55,Male,Dubai,Self-Employed,22112.43,122164.65,48,691,2,True,False
1489,John Joseph,35,Male,Sharjah,Salaried,29279.41,33010.9,24,460,2,True,False
1490,Ayesha Ahmed,32,Male,Dubai,Self-Employed,7380.49,121157.35,12,545,2,True,True
1491,Zara Smith,52,Female,Dubai,Salaried,5051.54,132764.25,24,649,1,True,False
1492,Ali Khan,45,Female,Ajman,Salaried,17853.07,80008.58,60,616,0,False,False
1493,Zara Smith,35,Male,Sharjah,Self-Employed,23173.91,195709.04,24,539,0,False,False
1494,Laila Joseph,55,Male,Sharjah,Self-Employed,14421.11,93807.51,36,550,1,True,False
1495,Sara Ali,39,Female,Abu Dhabi,Salaried,27999.92,137315.2,48,738,1,False,False
1496,Ayesha Smith,51,Female,Dubai,Salaried,5662.57,119344.74,60,388,2,False,False
1497,John Joseph,25,Male,Abu Dhabi,Salaried,11147.66,138282.76,48,789,2,False,True
1498,Laila Joseph,34,Female,Abu Dhabi,Salaried,8779.22,139951.52,12,664,2,True,True
1499,Ali Joseph,54,Female,Fujairah,Self-Employed,15352.13,183206.82,12,385,1,True,False
1500,Fatima Ahmed,23,Male,Abu Dhabi,Self-Employed,25754.45,156852.74,24,850,2,True,False
1501,Sara Smith,30,Female,Ajman,Self-Employed,19985.96,129010.13,48,689,2,True,True
1502,Laila Ali,37,Male,Ajman,Salaried,25036.18,104417.14,36,373,1,True,False
1503,Ali Ahmed,27,Male,Sharjah,Salaried,25363.13,162727.41,24,738,1,False,True
1504,Laila Smith,44,Male,Abu Dhabi,Self-Employed,9576.97,63133.47,36,525,0,False,False
1505,Ayesha Joseph,41,Female,Fujairah,Self-Employed,29435.7,59433.77,48,823,1,False,True
1506,Omar Ali,39,Female,Dubai,Salaried,12670.68,128840.12,36,305,1,True,False
1507,James Khan,45,Female,Dubai,Salaried,25460.59,20304.96,48,429,1,False,False
1508,Ali Ali,35,Female,Dubai,Self-Employed,19607.67,50947.06,36,441,0,True,False
1509,Omar Joseph,44,Male,Abu Dhabi,Salaried,24685.55,65614.41,48,772,2,True,True
1510,Ayesha Joseph,57,Female,Abu Dhabi,Self-Employed,7905.43,108752.95,12,769,0,True,False
1511,Zara Ali,29,Male,Sharjah,Self-Employed,18887.51,169766.42,24,548,0,False,False
1512,Ali Ahmed,57,Female,Sharjah,Salaried,22944.19,84994.43,48,755,0,False,False
1513,Fatima Smith,54,Female,Abu Dhabi,Salaried,7820.59,197803.51,24,327,0,False,False
1514,Omar Smith,45,Female,Fujairah,Salaried,10114.82,153020.23,48,762,2,False,True
1515,Khalid Smith,55,Female,Ajman,Salaried,22432.8,82426.21,36,559,2,False,False
1516,Zara Smith,22,Female,Ajman,Self-Employed,19206.48,168449.25,12,492,0,False,False
1517,Sara Ali,34,Female,Dubai,Salaried,6936.13,180795.18,36,700,0,False,False
1518,Khalid Ahmed,55,Male,Abu Dhabi,Salaried,12146.03,131230.9,12,588,0,False,False
1519,Ayesha Joseph,45,Female,Dubai,Salaried,25840.95,46277.11,12,581,2,True,False
1520,Laila Khan,43,Male,Abu Dhabi,Salaried,20611.64,12284.23,48,828,1,False,True
1521,Sara Joseph,49,Female,Dubai,Salaried,29051.66,125557.7,24,773,2,True,False
1522,Zara Ali,56,Male,Ajman,Salaried,15898.29,30273.59,60,698,1,False,True
1523,Zara Ali,51,Female,Ajman,Self-Employed,19478.56,145433.29,24,503,0,False,True
1524,John Khan,22,Female,Fujairah,Salaried,14373.1,58560.85,60,368,2,False,False
1525,Laila Smith,55,Female,Abu Dhabi,Self-Employed,28796.38,197603.89,60,821,0,False,False
1526,James Smith,27,Female,Ajman,Self-Employed,18988.95,22641.81,36,574,1,False,False
1527,Zara Smith,21,Male,Dubai,Salaried,24717.33,74784.75,24,773,0,False,False
1528,James Ali,56,Male,Sharjah,Self-Employed,6740.81,80485.31,12,468,1,True,False
1529,Ayesha Khan,48,Male,Abu Dhabi,Salaried,25094.8,98751.99,24,307,2,False,True
1530,John Joseph,35,Male,Ajman,Self-Employed,16728.57,184772.23,12,423,2,False,True
1531,Ali Joseph,53,Female,Abu Dhabi,Salaried,24505.82,21680.92,48,384,0,True,True
1532,Ali Khan,30,Male,Sharjah,Self-Employed,17221.5,178805.12,12,657,2,False,False
1533,Laila Joseph,27,Female,Dubai,Self-Employed,7708.41,79305.27,60,744,1,False,False
1534,Laila Joseph,39,Male,Fujairah,Self-Employed,18100.38,54560.45,36,572,0,True,False
1535,Ayesha Smith,31,Female,Abu Dhabi,Self-Employed,22053.77,79260.56,48,505,2,True,True
1536,Sara Ali,25,Female,Abu Dhabi,Salaried,16466.37,78750.7,36,789,2,True,False
1537,Sara Khan,52,Male,Dubai,Self-Employed,5928.55,143398.81,12,370,1,True,False
1538,John Ali,23,Male,Ajman,Self-Employed,19013.13,146375.88,36,779,1,False,False
1539,Fatima Smith,41,Female,Fujairah,Salaried,13953.92,179941.87,60,491,0,False,False
1540,Laila Ali,26,Female,Ajman,Salaried,29257.48,145067.3,48,696,1,True,False
1541,John Smith,26,Female,Abu Dhabi,Self-Employed,15582.07,37788.01,60,445,1,False,False
